Black Presnc Lat Am Cult	PRS	9	29	Below Average Demand
Black Resistance Theories	AMS	1	12	No Demand
Black Women Wrters&Am Cult	GGS	9	20	Below Average Demand
Black Women Wrters&Am Cult	WS	7	24	No Demand
Black Women Wrtrs&Am Cult	WS	4	29	No Demand
Black Women in US History	AAS	4	48	No Demand
Black Women in US History	GGS	1	40	No Demand
Black Women in US History	HIS	3	55	No Demand
Black Women in US History	WS	2	43	No Demand
Black Writers: Women	AAS	10	69	No Demand
Black Writers: Women	CPM	4	45	No Demand
Black Writers: Women	WS	2	45	No Demand
Black Writers	AAS	3	36	No Demand
Black Writers	AMS	4	63	No Demand
Black Writers	CPM	25	34	Average Demand
Black and Female	AAS	13	26	Below Average Demand
Black-White View of Amer	AAS	17	28	Average Demand
Blacks in Films 1	AAS	39	166	No Demand
Blacks in Films 1	CPM	3	128	No Demand
Blacks in Films 2	AAS	59	193	Below Average Demand
Blacks in Films 2	AHI	9	180	No Demand
Blacks in Films 2	AMS	9	159	No Demand
Blacks in Films 2	CPM	5	171	No Demand
Blacks in Urban America	AAS	9	44	No Demand
Blast Engineering	CIE	5	40	No Demand
Bldg Organ Capacity	OAP	12	29	Below Average Demand
Blk/Am Reconstruction	AAS	9	12	Average Demand
Blk/Am Reconstruction	AMS	1	1	High Demand
Body Works	COL	6	86	No Demand
Body Works	ENG	4	86	No Demand
Bodyworks	ENG	2	27	No Demand
Book of Ancient Mayas	APY	6	40	No Demand
Book of the Ancient Mayas	ENG	20	47	Below Average Demand
Books of Ancient Mayas	AHI	4	45	No Demand
Books of Ancient Mayas	AMS	2	31	No Demand
Books of Ancient Mayas	APY	6	32	No Demand
Books of Ancient Mayas	ENG	14	32	Below Average Demand
Books of Environ Movement	ENG	35	38	High Demand
Borderlands	CDN	4	34	No Demand
Boundry Element Methods	CIE	5	53	No Demand
Bphyscl Basics: Processes	BPH	1	37	No Demand
Brain: Molecules-Memory	BIO	21	26	Above Average Demand
Brazilian Culture	POR	22	25	Above Average Demand
Brdg Law Sci & Pub Hlth	SPM	5	27	No Demand
Brdg Law Sci&Pub Hth	LAW	6	6	High Demand
Brdg/Infra Mgt Pub Policy	CIE	11	55	No Demand
Brecht	TH	6	50	No Demand
Bridge Engineering 1	CIE	13	45	No Demand
British History	HIS	36	60	Below Average Demand
British Modernism	ENG	23	46	Below Average Demand
British Writers 1	ENG	25	41	Average Demand
British Writers 2	ENG	24	42	Below Average Demand
Broker-Dealer Reg	MGF	4	72	No Demand
Buddhism & the Law	LAW	4	35	No Demand
Buddhism	AS	10	31	Below Average Demand
Buddhist Philosophy	PHI	12	39	Below Average Demand
Buddism & the Law	LAW	17	19	Above Average Demand
Buf Nash's Yrs 1892-1961	HIS	4	66	No Demand
Buffalo Admin of Justice	AMS	9	72	No Demand
Buffalo Fin. Ctrl. Board	LAW	15	33	Below Average Demand
Buffalo Housing Court	LAW	23	72	Below Average Demand
Buffalo Law Dept Extrnshp	LAW	9	3	High Demand
Buffalo Niagara by Design	ARC	48	220	No Demand
Buffalonian Wksp	UE	10	4	High Demand
Building Democracies	HIS	1	20	No Demand
Building Democracies	PSC	6	20	No Demand
Building Org Capacity	ELP	16	22	Average Demand
Building Project	ARC	6	43	No Demand
Building Types	ARC	1	17	No Demand
Built Environ and Health	URP	7	42	No Demand
Bureaucracies 20th Cntry	LAW	2	19	No Demand
Bureaucracy	LAW	40	159	No Demand
Bus Info Sources	LIS	16	41	Below Average Demand
Bus. Analytics & Data Science	MGQ	19	40	Below Average Demand
Bus: Concepts/Computers	HSI	20	2	High Demand
Business & Society	MGG	112	168	Average Demand
Business & Society	MGT	81	231	Below Average Demand
Business Bankruptcy Reorg	LAW	12	55	No Demand
Business Chinese 1	CHI	9	22	Below Average Demand
Business Chinese 2	CHI	8	20	Below Average Demand
Business Economics	MGE	52	84	Average Demand
Business Ethics	PHI	17	55	Below Average Demand
Business Forecasting	MGG	9	34	No Demand
Business Forecasting	MGO	15	41	Below Average Demand
Business French 1	FR	11	21	Below Average Demand
Business Geographics	GEO	12	31	Below Average Demand
Business Immigrtn	LAW	17	46	Below Average Demand
Business Japanese 1	JPN	6	28	No Demand
Business Japanese 2	JPN	4	22	No Demand
Business Korean 1	KOR	10	24	Below Average Demand
Business Korean 2	KOR	2	24	No Demand
Business Law 2	MGT	32	83	Below Average Demand
Business Law	MGT	43	90	Below Average Demand
Business Lawyering	LAW	22	61	Below Average Demand
Business Letters	MFC	7	21	Below Average Demand
Business Marketing	MGM	16	97	No Demand
Business Practice	MGO	47	80	Below Average Demand
Business Spanish	SPA	27	28	High Demand
Business Strategy	MGO	52	80	Average Demand
Business and Human Rights	LAW	9	19	Below Average Demand
Business of Health Care	EEH	4	58	No Demand
Business of Health Care	LAW	30	47	Average Demand
Business to Business	MGM	31	97	Below Average Demand
Bying&Selng Business	LAW	13	28	Below Average Demand
CAAD 2 Lab	ARC	7	36	No Demand
CAAD 2:Model Obj & Envir	ARC	7	20	Below Average Demand
CAD in Civ Engineering	CIE	18	32	Below Average Demand
CE Mathematics & Computation	CE	14	44	Below Average Demand
CE Product Design	CE	58	119	Below Average Demand
CS Lewis	RSP	11	53	No Demand
Cad Applications	MAE	15	51	No Demand
Cad Seminar Lab	ARC	0	16	No Demand
Cad Technology in Env Dsn	PD	24	24	High Demand
Campaign Speech and Finance	LAW	11	18	Average Demand
Campus & the Court	LAW	4	26	No Demand
Canada-US Relations	CDN	5	16	Below Average Demand
Canadian Politics	CDN	3	22	No Demand
Canadian Politics	PSC	17	34	Below Average Demand
Canadian Studies	CDN	4	24	No Demand
Cancer Chemotherapy Prin	PMR	6	20	No Demand
Cancer Epidemiology	EEH	9	20	Below Average Demand
Cancer Epidemiology	PTR	12	20	Below Average Demand
Cancer Epidemiology	RPN	19	78	No Demand
Canoeing	ATH	6	90	No Demand
Capital Markets	ECO	29	47	Average Demand
Capital Theory 1	ECO	2	24	No Demand
Capital Theory 2	ECO	7	24	No Demand
Capitalism & Democracy	LAW	10	32	Below Average Demand
Capstn Practcm Real Estate Dev	URP	24	14	High Demand
Capstone Course I	NUR	2	23	No Demand
Capstone Internship	DMS	1	12	No Demand
Capstone Project/Seminar	ICO	20	44	Below Average Demand
Capstone Project/Seminar	INF	4	30	No Demand
Capstone Project/Seminar	LIS	0	222	No Demand
Capstone Sem. for SA Admin	ELP	8	13	Average Demand
Carbohydrate Immunology	MIC	0	1	No Demand
Cardiopul Resp Exer	ES	15	59	No Demand
Cardiopulmonary PT 1	PT	27	42	Average Demand
Cardiopulmonary PT	PT	31	55	Below Average Demand
Cardiovascular & Renal	PHM	122	200	Average Demand
Cardiovascular Biomechans	MAE	5	33	No Demand
Care for the Underserved	FMD	5	52	No Demand
Care of the Complex Family	NFN	6	25	No Demand
Care of the Complex Family	NUR	11	20	Below Average Demand
Care of the Mature Family	NFN	9	25	Below Average Demand
Care of the Mature Family	NUR	11	19	Below Average Demand
Care of the Young Family	NFN	8	25	Below Average Demand
Care of the Young Family	NUR	11	17	Average Demand
Career Decision-Making	MFC	17	37	Below Average Demand
Career Development	CEP	21	41	Below Average Demand
Career Implications	LAI	3	22	No Demand
Career Planning	MGG	247	330	Average Demand
Career Planning	MGT	173	285	Average Demand
Career Planning	UBE	15	26	Below Average Demand
Careers in Hlth Sciences	BMS	5	54	No Demand
Careers in Hlth Sciences	NUR	9	54	No Demand
Careers in Hlth Sciences	SPM	6	54	No Demand
Careers in Human Services	SSC	16	21	Above Average Demand
Carib & Lat Am History	CRC	4	26	No Demand
Carib & Lat Am Thought	CRC	4	11	Below Average Demand
Carib.Colon./Post-Col.Lit	AAS	2	44	No Demand
Caribbean Aesthetics	CRC	6	16	Below Average Demand
Caribbean Aesthetics	SPA	5	10	Below Average Demand
Caribbean History	HIS	7	28	No Demand
Caribbean Literature	AAS	4	47	No Demand
Caribbean Literature	AMS	2	49	No Demand
Caribbean Literature	CPM	1	97	No Demand
Caribbean Literature	ENG	6	50	No Demand
Caribbean Short Stories	LLS	2	31	No Demand
Caribbean Short Stories	SPA	14	48	No Demand
Cario & Direct Restoration I	RDN	89	176	Below Average Demand
Cariology & Direct Rest. Lab I	RDN	44	75	Below Average Demand
Cariology & Direct Rest. Lec I	RDN	51	75	Average Demand
Cariology & Prev Dent	PER	67	244	No Demand
Cartography and Geog Viz	GEO	6	27	No Demand
Cartography	GEO	11	29	Below Average Demand
Case Management 2	PT	42	63	Average Demand
Case Management	SSC	30	45	Average Demand
Case Mangmt Intervention	SW	5	26	No Demand
Case Studies in Biology	BIO	7	1	High Demand
Case Studies in Eng Mngt	EAS	13	29	Below Average Demand
Case Studies in Pharm Sci	PHC	24	104	No Demand
Case-Control Studies	SPM	9	31	No Demand
Cases in Civil Liberties	PSC	55	93	Below Average Demand
Cases in Civil Liberties	SSC	8	101	No Demand
Catalan	SPA	9	23	Below Average Demand
Categorical Data Analysis	STA	12	35	Below Average Demand
Catullus	CL	4	18	No Demand
Cdma Communications	ECE	8	21	Below Average Demand
Cdma Communications	EE	15	48	Below Average Demand
Ce Design T	CE	47	110	Below Average Demand
Ce Product Design	CE	47	100	Below Average Demand
Ce Research Methods 1	CE	12	23	Below Average Demand
Ce Research Methods 2	CE	10	32	Below Average Demand
Cell & Memb Physiology	PGY	6	40	No Demand
Cell & Tissue Cult Tech	MT	12	63	No Demand
Cell Bio Honors Enrichmnt	BIO	27	73	Below Average Demand
Cell Biology 1	BMS	34	43	Above Average Demand
Cell Biology 1	PMY	7	40	No Demand
Cell Biology 2	PGY	12	40	No Demand
Cell Biology 2a	BMS	17	39	Below Average Demand
Cell Biology 2b	BMS	24	78	Below Average Demand
Cell Biology	BIO	39	50	Above Average Demand
Cell Culture Methods	PHC	8	30	No Demand
Cell Membrane Phenom Res	PGY	1	1	High Demand
Cello	MUS	1	1	High Demand
Cellular & Molec Bioeng	CE	7	37	No Demand
Cellular Basis of Disease	PGY	0	40	No Demand
Celt Anglo-Saxon Viking	APY	14	37	Below Average Demand
Census Data & Their Use	GEO	14	27	Below Average Demand
Central City Revitalizatn	END	6	37	No Demand
Central City Revitalizatn	PD	0	12	No Demand
Central City Revitalizatn	URP	5	37	No Demand
Centrl Auditory Func Eval	CDS	11	17	Average Demand
Centrl Nerv Syst Recovery	PSY	6	23	No Demand
Cerebro Hemo	MAE	7	21	Below Average Demand
Cervantes Not Quijote	SPA	13	28	Below Average Demand
Cervantes: Novel & Drama	SPA	9	23	Below Average Demand
Chamber Music Brass	MUS	2	10	No Demand
Chamber Music Guitar	MUS	8	50	No Demand
Chamber Music Keyboard	MUS	1	2	Below Average Demand
Chamber Music Woodwinds	MUS	2	1	High Demand
Chamber Music	MUS	1	6	No Demand
Changing Global Environ	ENM	27	45	Below Average Demand
Chassidic Philosophy	JDS	7	32	No Demand
Chassidic Philosophy	RSP	1	38	No Demand
Chaucer	ENG	31	41	Above Average Demand
Chekhov	TH	8	27	No Demand
Chem Applic of Grp Theory	CHE	6	40	No Demand
Chem Eng Lab 2	CE	30	36	Above Average Demand
Chem Eng Lab 3	CE	30	45	Average Demand
Chem Eng Lab 4	CE	25	33	Above Average Demand
Chem Eng Plant Design	CE	31	57	Below Average Demand
Chem Eng Prob and Stats	CE	35	43	Above Average Demand
Chem Eng Projects	CE	0	2	No Demand
Chem Engr Lab 1	CE	47	104	Below Average Demand
Chem Engr Lab 2	CE	38	46	Above Average Demand
Chem Engr Lab 3	CE	39	79	Below Average Demand
Chem Engr Lab 4	CE	35	53	Average Demand
Chem Engr Thermodyn 2	CE	52	137	Below Average Demand
Chem Prin in Envir Engr	CIE	12	65	No Demand
Chem Princ Env Eng	CIE	18	75	No Demand
Chem Proc Anal Synthesis	CE	16	33	Below Average Demand
Chem Reaction Kinetics	CE	46	66	Average Demand
Chem of Bio Systems	CHE	47	93	Below Average Demand
Chem of Group 3 Elements	CHE	1	40	No Demand
Chemical Crystallography	CHE	0	30	No Demand
Chemical Engineering Sem	CE	30	60	Below Average Demand
Chemical Microbiology	MIC	1	1	High Demand
Chemical Principles	CHE	45	58	Above Average Demand
Chemical Process Control	CE	8	21	Below Average Demand
Chemical Reaction Eng	CE	72	92	Above Average Demand
Chemical Spectroscopy	CHE	8	81	No Demand
Chemical Systems Control	CE	62	104	Below Average Demand
Chemistry Of Drug Action	PMY	62	275	No Demand
Chemistry Seminar	CHE	14	30	Below Average Demand
Chemistry of Drug Action	MCH	174	285	Average Demand
Chemistry-Prin & Applic	CHE	22	41	Below Average Demand
Chemotherapy	BCP	7	28	No Demand
Chg Soc Contxts for Ed Ld	ELP	13	26	Below Average Demand
Child Abuse & Neglect	LAW	19	29	Average Demand
Child Abuse/Neglect	SW	15	27	Below Average Demand
Child Development & Learning	LAI	15	20	Average Demand
Child Development Rights	LAW	9	42	No Demand
Child Health Develop 1	NUR	5	20	No Demand
Child Health Develop 2	NUR	5	20	No Demand
Child Health Lab 2	NUR	7	48	No Demand
Child Health Soc/Env Hlth	NUR	3	25	No Demand
Child Health: Topics 1	NUR	4	16	No Demand
Child Health: Topics 2	NUR	4	20	No Demand
Child Hlth Assess & Main	NUR	22	48	Below Average Demand
Child Language Developmnt	LIN	80	112	Average Demand
Child Mental Health	SSC	32	45	Average Demand
Child Psychotherapy	PSY	4	36	No Demand
Child Welfare Law	LAW	40	73	Below Average Demand
Child's Picture Bk Illus	ART	11	18	Average Demand
Child/Adolescent Trauma	SW	8	33	No Demand
Child/Fam Behav Therapy	PSY	8	1	High Demand
Childhood Literacy Methods	LAI	19	43	Below Average Demand
Childhood Through Ages	HIS	21	25	Above Average Demand
Childhood in America	AMS	2	21	No Demand
Childhood in America	WS	5	21	No Demand
Children & Youth Seminar	SW	16	26	Average Demand
Children W/Disabilities	LAW	12	34	Below Average Demand
Children and the Law	LAW	22	46	Below Average Demand
Children's Literature	ENG	14	35	Below Average Demand
Children's Urban Geog.	GEO	5	17	No Demand
Children's Urban Geog	GEO	1	17	No Demand
Childrens Literature	ENG	12	27	Below Average Demand
Childs Reality: Self	NUR	11	4	High Demand
China and the World	AS	1	31	No Demand
China and the World	HIS	26	54	Below Average Demand
Chinese & Japanese Phil	PHI	50	71	Average Demand
Chinese Diaspora	WS	0	43	No Demand
Chinese Film & Society	AS	1	45	No Demand
Chinese Language Pedagogy	LAI	4	15	No Demand
Chinese Law: Topics & Issues	LAW	4	33	No Demand
Chinese Philosophy	AS	8	44	No Demand
Chinese Philosophy	PHI	16	39	Below Average Demand
Chld Hlth Population Mgmt	NUR	3	24	No Demand
Chnese Calgrphy:Thry&Prac	AS	3	45	No Demand
Chnese Calgrphy:Thry&Prac	CHI	7	28	No Demand
Chnese Paintng Premod-Psnt	AHI	27	44	Average Demand
Chnese Paintng/Calligrphy	AHI	20	45	Below Average Demand
Choosing a Jury	LAW	11	50	No Demand
Choreography 1	THD	9	26	Below Average Demand
Choreography 2	THD	4	38	No Demand
Christian Apologetics	RSP	19	48	Below Average Demand
Christian Spirituality	RSP	15	30	Below Average Demand
Christianity & Soc Change	RSP	7	21	Below Average Demand
Christianity in West Cult	RSP	14	25	Below Average Demand
Christians in Roman Emp	CL	10	29	Below Average Demand
Christians in Roman Empire	RSP	3	29	No Demand
Church-State Issues	HIS	17	29	Below Average Demand
Cinema & Literature	FR	0	18	No Demand
Circuit Analysis 1	ECE	27	56	Below Average Demand
Circuit Analysis 2	ECE	19	55	Below Average Demand
Circuit Analysis 2	EE	33	63	Below Average Demand
Circuit Analysis	EE	53	89	Below Average Demand
Cities and Cultures	APY	14	31	Below Average Demand
Cities and Globalization	END	21	45	Below Average Demand
Cities and Globalization	PD	8	19	Below Average Demand
Cities of the World	AMS	17	45	Below Average Demand
Citizen Participation	PSC	22	45	Below Average Demand
City in Literature	COL	10	26	Below Average Demand
City in Literature	ENG	7	28	No Demand
Civic Engage Academy II	UE	8	19	Below Average Demand
Civic Engage Academy I	UE	12	13	High Demand
Civil & Renaiss Italy	AHI	8	45	No Demand
Civil & Renaiss Italy	HIS	15	58	No Demand
Civil Capstone	CIE	92	147	Average Demand
Civil Death Seminar	LAW	0	11	No Demand
Civil Eng Lab 1	CIE	52	94	Below Average Demand
Civil Eng Lab 2	CIE	79	121	Average Demand
Civil Eng's Creations	CIE	86	125	Average Demand
Civil Engineering Seminar	CIE	44	45	High Demand
Civil Engr Internship	CIE	2	1	High Demand
Civil Engrg Materials	CIE	65	105	Average Demand
Civil Liberties & Trans Clinic	LAW	5	18	No Demand
Civil Military Relations	PSC	22	50	Below Average Demand
Civil Procedure	LAW	78	122	Average Demand
Civil Rights in Films	AMS	10	24	Below Average Demand
Civil Rights	LAW	18	46	Below Average Demand
Civil War in American Memory	HIS	15	30	Below Average Demand
Civilization of France	FR	12	20	Below Average Demand
Cl Afford Hsing 1	LAW	4	2	High Demand
Cl Afford Hsing 3	LAW	1	2	Below Average Demand
Cl Afford Hsing	LAW	7	9	Above Average Demand
Cl Afford Hsing	MGG	0	11	No Demand
Cl Com & Eco Devl 1	LAW	2	2	High Demand
Cl Com Eco Devl	MGE	0	18	No Demand
Cl Criminal Law	LAW	4	12	Below Average Demand
Cl Ed Law 1	LAW	3	2	High Demand
Cl Ed Law 2	LAW	3	2	High Demand
Cl Ed Law 3	LAW	1	2	Below Average Demand
Cl Envir & Dev 1	LAW	3	2	High Demand
Cl Envir & Dev 2	LAW	1	2	Below Average Demand
Cl Envir Pol 1	LAW	5	2	High Demand
Cl Envir Pol 3	LAW	3	2	High Demand
Cl Fam Viol 4	LAW	1	2	Below Average Demand
Cl Fam Viol Child 1	LAW	3	2	High Demand
Cl Fam Viol Child 2	LAW	6	2	High Demand
Cl Legal Serv Eld 1	LAW	5	2	High Demand
Cl Legal Serv Eld 2	LAW	2	2	High Demand
Cl Legal Serv Eld 3	LAW	1	2	Below Average Demand
Cl Securities	MGF	0	16	No Demand
Clarinet	MUS	1	1	High Demand
Class Origins of West Lit	CL	11	31	Below Average Demand
Class Voice Production	MUS	6	28	No Demand
Class'l Theatre Tragedy	FR	4	23	No Demand
Classic & Mediev Pol Phil	PSC	16	36	Below Average Demand
Classic Black Prose	AAS	17	37	Below Average Demand
Classic Black Prose	AMS	1	44	No Demand
Classic Black Prose	CPM	1	44	No Demand
Classic Black Prose	ENG	5	33	No Demand
Classic Communication Theories	COM	4	22	No Demand
Classic Ethnographies	APY	11	32	Below Average Demand
Classical Archaeology	CL	6	29	No Demand
Classical Comedy	FR	9	10	Above Average Demand
Classical Dynamics	PHA	14	26	Below Average Demand
Classical Dynamics	PHY	16	39	Below Average Demand
Classical Epic Traditions	CL	16	31	Below Average Demand
Classical Epic Traditions	ENG	4	32	No Demand
Classical Mythology	CL	99	163	Average Demand
Classical Soc Theory	SOC	37	69	Below Average Demand
Classics Capstone	CL	4	66	No Demand
Classics Colloquium	CL	14	9	High Demand
Classics in the Americas	CL	0	66	No Demand
Classrm Mgmt & Sch Discpl	LAI	21	16	High Demand
Classrm Muscnshp & Mtrls	LAI	11	11	High Demand
Classrm Prac Tchng Ltrcy	LAI	1	5	No Demand
Classroom-Based Literacy Asses	LAI	16	28	Below Average Demand
Clay Mineralogy	GLY	5	26	No Demand
Client and Target Systems	SW	9	27	Below Average Demand
Climate & Architecture	ARC	17	30	Below Average Demand
Climate Change Law and Policy	LAW	5	21	No Demand
Climate Change Short Course	LAW	11	30	Below Average Demand
Climate Change	GLY	26	46	Below Average Demand
Climate and Architecture	ARC	10	30	Below Average Demand
Climatic Geomorphology	GEO	53	105	Below Average Demand
Clin Apl Neurophys Prin	PT	38	51	Average Demand
Clin Diagn Microbio & Ser	MT	0	3	No Demand
Clin Immunohematology	MT	0	24	No Demand
Clin Med Pol Iss	LAW	10	20	Below Average Demand
Clin Nuclear Medicine	NMD	0	3	No Demand
Clin Observ & Participatn	CDS	25	48	Below Average Demand
Clin Periodontal Therapy	PER	11	28	Below Average Demand
Clin Pharm of Anesthesia	NAN	14	18	Above Average Demand
Clin Pharm of Anesthesia	NUR	13	29	Below Average Demand
Clin Prev Med & Prac	EEH	1	11	No Demand
Clin Prev Med & Prac	SPM	1	19	No Demand
Clin Prtce in Nutr	NTR	2	1	High Demand
Clin Resrch Skills for OT	OT	34	53	Average Demand
Clin TMD Sem & Practicum	ODS	0	3	No Demand
Clin Tran Pharmacogenetic	PHC	0	30	No Demand
Clin Urinal & Body Fluids	MT	0	15	No Demand
Clin Urinalysis&Body Fluid	MT	18	14	High Demand
Clin. Corr	MT	19	52	Below Average Demand
Clinic Education Law	LAW	5	7	Average Demand
Clinic Legal Serv Elderly	LAW	4	12	Below Average Demand
Clinical Biochemistry	MT	40	164	No Demand
Clinical Board Prep	CLD	45	134	Below Average Demand
Clinical Chemistry Sem	MT	11	60	No Demand
Clinical Chemistry	MT	12	24	Below Average Demand
Clinical Conference A	NMD	10	9	High Demand
Clinical Conference B	NMD	9	10	Above Average Demand
Clinical Correlations Path	ODS	0	4	No Demand
Clinical Dent Sci Review	CLD	75	219	Below Average Demand
Clinical Dentistry 1	CLD	81	87	High Demand
Clinical Epi	SPM	8	1	High Demand
Clinical Evaluation New Drugs	PHM	19	40	Below Average Demand
Clinical Experience 1	PT	37	20	High Demand
Clinical Hematology Sem	MT	5	50	No Demand
Clinical Hematology	MT	12	29	Below Average Demand
Clinical Hemostasis	MT	12	34	Below Average Demand
Clinical Immunohematology	MT	16	29	Below Average Demand
Clinical Immunology Lab	MT	0	12	No Demand
Clinical Immunology Laboratory	MT	19	12	High Demand
Clinical Immunology Lecture	MT	44	88	Below Average Demand
Clinical Immunology	MT	2	114	No Demand
Clinical Literacy Assessment	LAI	11	8	High Demand
Clinical Microbiology Lab	MT	10	21	Below Average Demand
Clinical Microbiology Lecture	MT	16	24	Average Demand
Clinical Microbiology	MT	0	27	No Demand
Clinical Mycology	MT	8	29	No Demand
Clinical Oral Pathology	ODS	24	28	Above Average Demand
Clinical Oral Pathology	SIS	75	62	High Demand
Clinical Pain Seminar	ODS	2	3	Average Demand
Clinical Parasitology	MT	11	15	Average Demand
Clinical Periodontal Ther	PER	7	3	High Demand
Clinical Pharmacokinetics	PHC	15	30	Below Average Demand
Clinical Practice 1 & 2	PT	69	66	High Demand
Clinical Practicum 1	NUR	2	1	High Demand
Clinical Practicum 2	NUR	4	5	Above Average Demand
Clinical Process Comm Dis	CDS	22	41	Below Average Demand
Clinical Psychology	PSY	85	164	Below Average Demand
Clinical Psychopharm APN	NPM	3	30	No Demand
Clinical Research 1	PHM	8	7	High Demand
Clinical Research 2	PHM	11	28	Below Average Demand
Clinical Research Methods	PHC	1	32	No Demand
Clinical Research Methods	PHM	16	39	Below Average Demand
Clinical Research	PSY	7	20	Below Average Demand
Clinical Sem Assoc	ELP	4	14	No Demand
Clinical Sem in Endo 2	RDN	4	2	High Demand
Clinical Seminar Interns	ELP	13	26	Below Average Demand
Clinical Seminar Interns	OAP	9	18	Below Average Demand
Clinical Toxicology	PHM	5	37	No Demand
Clinical Treatments 1	PSY	5	27	No Demand
Clinical Treatments 2	PSY	7	23	Below Average Demand
Clncal Trials/Design Anal	STA	12	37	Below Average Demand
Clncl Prctcm Teaching Literacy	LAI	9	6	High Demand
Close Reading in Lit& Cult	COL	0	28	No Demand
Close Relationships	PSY	39	48	Above Average Demand
Closing a Tax Deal in NY	LAW	12	36	Below Average Demand
Cmnctns Design Intrnshp	ART	2	2	High Demand
Cmpr Appl to Comunic Anal	COM	10	18	Below Average Demand
Cns Role	NUR	5	4	High Demand
Cns/Sensory Pharm	PMY	11	27	Below Average Demand
Cnslg & Communic Disorder	CDS	18	69	No Demand
Co-Op Fall	CE	2	10	No Demand
Co-Op Fall	CIE	1	1	High Demand
Coach Intern	ATH	2	2	High Demand
Cochlear Implants	CDS	18	57	Below Average Demand
Codes	MTH	22	48	Below Average Demand
Coding Theory	CSE	11	48	No Demand
Cog Foundations of Lang	LIN	8	26	Below Average Demand
Cog Model & Intelligent Sy	IE	4	37	No Demand
Cog Sci Colloquium	SSC	7	25	No Demand
Cognitive Anthropology	APY	12	29	Below Average Demand
Cognitive Development	PSY	31	66	Below Average Demand
Cognitive Neuropsychology	PSY	8	14	Below Average Demand
Cognitive Neuroscience	OT	7	14	Below Average Demand
Cognitive Neuroscience	OTD	18	38	Below Average Demand
Cognitive Processes	PSY	20	35	Below Average Demand
Cognitive Psychology	CEP	19	39	Below Average Demand
Cognitive Psychology	PSY	92	156	Below Average Demand
Cognitive Struct Language	LIN	9	23	Below Average Demand
Col Am Leg Hist	LAW	13	23	Below Average Demand
Coll Acc & Choice in US	ELP	14	33	Below Average Demand
Coll Barg & Contract Admin	ELP	6	54	No Demand
Coll Beh & Soc Movements	SOC	42	97	Below Average Demand
Coll Cnslg HS Students	CEP	10	7	High Demand
Coll Neg & Contract Admin	OAP	10	21	Below Average Demand
Coll Urb Planning 3	PD	20	16	High Demand
Collab for School Safety	CEP	9	14	Average Demand
Collapse of Civilization	APY	11	34	Below Average Demand
Collection Development	LIS	25	52	Below Average Demand
Collective Bargaining Admin	ELP	16	26	Average Demand
Collective Bargaining	MGI	31	60	Below Average Demand
College Calculus 1	MTH	33	54	Average Demand
College Calculus 2	MTH	34	54	Average Demand
College Calculus 3	MTH	34	58	Below Average Demand
College Impact On Students	ELP	12	25	Below Average Demand
College Physics Lab 1	PHY	24	21	High Demand
College Physics Lab 2	PHY	24	20	High Demand
College Physics	AP	15	101	No Demand
College Physics	PHA	43	83	Below Average Demand
College Physics	PHY	47	90	Below Average Demand
College Reading II	ULC	19	28	Average Demand
College Writing II	ULC	16	17	High Demand
College Writing I	ULC	20	34	Below Average Demand
College to Career	UBE	7	40	No Demand
Colloid & Surface Phenom	CE	11	51	No Demand
Colloquium 1	PT	41	62	Average Demand
Colloquium II	PD	16	13	High Demand
Colloquium I	PD	15	18	Above Average Demand
Colloquium in Urbn Planng	PD	35	73	Below Average Demand
Colloquium in Urbn Planng	URP	29	94	Below Average Demand
Colloquium	ARC	60	68	Above Average Demand
Colloquium	MTH	2	54	No Demand
Colon Latin America Core	HIS	5	25	No Demand
Colonial & Postcolon Lit	COL	2	28	No Demand
Colonial & Postcolon Lit	ENG	6	28	No Demand
Colonial America to 1763	HIS	32	40	Above Average Demand
Colonial Paleobiology	GLY	2	15	No Demand
Colonialism & Education	OAP	12	23	Below Average Demand
Colonialism in South Asia	HIS	3	40	No Demand
Colonialism	HIS	29	71	Below Average Demand
Color Culture Theory	ARC	8	12	Average Demand
Com Health & HB1	CHB	5	18	No Demand
Com Hlth Assess & Surveil	SPM	6	18	Below Average Demand
Com Skill Basic Dent Prac	BEH	82	110	Average Demand
Com Tech & Public Policy	ICO	23	30	Above Average Demand
Com Tech & Public Policy	INF	12	37	Below Average Demand
Com in Asia/Pacific Rim	AS	0	30	No Demand
Com in Asia/Pacific Rim	COM	29	39	Average Demand
Combinatorial Chemistry	MCH	7	34	No Demand
Combust Engines & Environ	MAE	30	40	Average Demand
Combustion 1	MAE	9	29	Below Average Demand
Comcrl Real Estate Trans	LAW	27	55	Below Average Demand
Comedy As a Genre	GER	1	1	High Demand
Coming of Age:Jrny Wmnhd	WS	19	28	Average Demand
Comm & Marketing	COM	36	66	Below Average Demand
Comm Contract Pract	LAW	16	20	Above Average Demand
Comm Developmt Processes	APS	11	34	Below Average Demand
Comm Disord Cleft Palate	CDS	21	71	No Demand
Comm Hlth Assessment & Surv	CHB	5	40	No Demand
Comm for Psych Sciences	PSY	0	26	No Demand
Comm'l Law & Corp Gov.	MGT	13	49	No Demand
Commercial Contracts	LAW	8	35	No Demand
Commercial Litigation	LAW	12	45	No Demand
Communctn & Decision Makg	COM	5	18	No Demand
Communicating in Biology	BIO	2	29	No Demand
Communication Electronics	EE	14	39	Below Average Demand
Communication Ethics	COM	52	62	Above Average Demand
